results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex
1066	lomefloxacin	0.5	0.01	2.87	1	1	93	185423	8678822	1066	lomefloxacin	sinusitis	9.15	0.17	114.11	0.13	1	3	529	14529	1066	lomefloxacin	sinusitis	23.4	67	11.79	0.2	228.44	0.12	1	2	76	1799	1066	lomefloxacin	sinusitis	0	0	Inf	1	0	0	16	738	1066	lomefloxacin	sinusitis	12.71	0.21	246.45	0.11	1	2	71	1813	1066	lomefloxacin	sinusitis	2.54	12.6796709708339	1.23	0.04	-0.01	0.01	0.13	-0.61	0.28	0.03
1067	paroxetine	4.24	4.14	4.35	0	7094	80599	178330	8598316	1067	paroxetine	depression	1.33	1.27	1.39	3.7e-37	2762	19369	17916	167109	1067	paroxetine	depression	21	75.4	1.84	1.59	2.13	4.9e-15	238	1336	2623	27097	1067	paroxetine	depression	2.33	1.81	2.96	1.3e-10	90	479	786	9729	1067	paroxetine	depression	1.6	1.34	1.89	1.3e-07	174	1155	2133	22593	1067	paroxetine	depression	0.59	1.80398841539786	0.07	0	-0.01	0	0	-0.14	0.04	0
1068	beractant	0	0	0.57	0.0038	0	305	185424	8678610	1068	beractant	acute respiratory distress syndrome	0	0	Inf	1	0	92	0	305	1068	beractant	acute respiratory distress syndrome	NA	NA	0	0	Inf	1	0	0	0	0	1068	beractant	acute respiratory distress syndrome	0	0	Inf	1	0	1	0	35	1068	beractant	acute respiratory distress syndrome	0	0	Inf	1	0	0	0	26	1068	beractant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1069	levamisole	0.48	0.06	1.74	0.45	2	197	185422	8678718	1069	levamisole	drug abuse	0	0	23.37	1	0	12	74	4707	1069	levamisole	drug abuse	22.7	72.8	0	0	Inf	1	0	0	18	1030	1069	levamisole	drug abuse	0	0	Inf	1	0	0	7	597	1069	levamisole	drug abuse	0	0	Inf	1	0	0	13	670	1069	levamisole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1070	pamidronate disodium	7.42	7.09	7.76	0	2170	13834	183254	8665081	1070	pamidronate disodium	multiple myeloma	15.37	13.29	17.77	1.9e-251	404	3653	391	54332	1070	pamidronate disodium	multiple myeloma	NA	NA	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	multiple myeloma	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	multiple myeloma	0	0	Inf	1	0	0	0	0	1070	pamidronate disodium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1071	fludarabine phosphate	0.16	0.12	0.22	6.7e-58	40	11398	185384	8667517	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0.54	0.23	1.1	0.11	8	2589	110	19224	1071	fludarabine phosphate	chronic lymphocytic leukaemia	58.1	90.1	1.28	0.03	7.65	0.55	1	115	48	7092	1071	fludarabine phosphate	chronic lymphocytic leukaemia	1.68	0.04	10.3	0.46	1	98	32	5281	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0	0	14.02	1	0	40	22	2947	1071	fludarabine phosphate	chronic lymphocytic leukaemia	0.25	1.28402541668774	1.02	0.81	0.03	0.01	0.04	-0.14	0.28	0.6
1072	cetyl alcohol	0	0	18.65	1	0	11	185424	8678904	1072	cetyl alcohol	acne	0	0	144.37	1	0	1	7384	27395	1072	cetyl alcohol	acne	14.4	46.1	0	0	Inf	1	0	0	343	2735	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	166	993	1072	cetyl alcohol	acne	0	0	Inf	1	0	0	219	2339	1072	cetyl alcohol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1074	tyloxapol	9.36	0.2	83.56	0.12	1	5	185423	8678910	1074	tyloxapol	periarthritis	0	0	2089.16	1	0	1	8	442	1074	tyloxapol	periarthritis	44.8	44.8	0	0	Inf	1	0	0	0	0	1074	tyloxapol	periarthritis	0	0	Inf	1	0	0	1	27	1074	tyloxapol	periarthritis	0	0	Inf	1	0	1	0	44	1074	tyloxapol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1075	avobenzone	0	0	3.31	0.63	0	54	185424	8678861	1075	avobenzone	prophylaxis against solar radiation	0	0	2739.19	1	0	8	1	586	1075	avobenzone	prophylaxis against solar radiation	40	40	0	0	Inf	1	0	0	0	0	1075	avobenzone	prophylaxis against solar radiation	0	0	Inf	1	0	1	0	53	1075	avobenzone	prophylaxis against solar radiation	0	0	9724.03	1	0	1	1	293	1075	avobenzone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1076	octinoxate	0	0	3.19	0.63	0	56	185424	8678859	1076	octinoxate	osteopenia	0	0	3.49	0.61	0	7	2686	13503	1076	octinoxate	osteopenia	52.8	79	0	0	Inf	1	0	0	39	1104	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	6	136	1076	octinoxate	osteopenia	0	0	Inf	1	0	0	39	1260	1076	octinoxate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1077	oxybenzone	0	0	3.58	0.63	0	50	185424	8678865	1077	oxybenzone	osteopenia	0	0	3.49	0.61	0	7	2686	13503	1077	oxybenzone	osteopenia	52.8	79	0	0	Inf	1	0	0	39	1104	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	6	136	1077	oxybenzone	osteopenia	0	0	Inf	1	0	0	39	1260	1077	oxybenzone	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1078	alglucerase	0	0	5.72	1	0	32	185424	8678883	1078	alglucerase	gaucher s disease	0	0	12.95	1	0	30	46	4388	1078	alglucerase	gaucher s disease	10.2	49.2	0	0	Inf	1	0	0	7	396	1078	alglucerase	gaucher s disease	0	0	Inf	1	0	0	0	346	1078	alglucerase	gaucher s disease	0	0	285.11	1	0	2	9	457	1078	alglucerase	gaucher s disease	-17.19	3.42355931050604e-08	20668.4	1	-0.01	0.02	0.4	-17.62	1560.96	0.99
1079	pheniramine maleate	0.24	0.1	0.5	2.6e-06	7	1353	185417	8677562	1079	pheniramine maleate	eye pruritus	0	0	0.91	0.041	0	320	25	1813	1079	pheniramine maleate	eye pruritus	71	84	0	0	637.1	1	0	6	1	98	1079	pheniramine maleate	eye pruritus	0	0	Inf	1	0	10	0	177	1079	pheniramine maleate	eye pruritus	0	0	5.78	1	0	21	15	402	1079	pheniramine maleate	eye pruritus	-17.25	3.22418673725673e-08	4374.35	1	0.12	0.03	0	-17.51	1782.84	0.99
1080	foscarnet sodium	0.05	0	0.26	2.8e-08	1	1006	185423	8677909	1080	foscarnet sodium	hiv infection	0	0	1.29	0.12	0	167	998	57726	1080	foscarnet sodium	hiv infection	24	63	0	0	12.16	1	0	14	188	7520	1080	foscarnet sodium	hiv infection	0	0	10	1	0	15	159	5650	1080	foscarnet sodium	hiv infection	0	0	2339.22	1	0	1	55	3423	1080	foscarnet sodium	hiv infection	-11.97	6.33133147706026e-06	363.51	0.97	0	0	0.98	0.56	0.16	0
1081	tacrine	3.74	0.43	15.02	0.11	2	25	185422	8678890	1081	tacrine	hypertension	0	0	215.64	1	0	2	7825	316681	1081	tacrine	hypertension	36.8	82.7	0	0	2138.26	1	0	1	1102	62506	1081	tacrine	hypertension	0	0	Inf	1	0	0	449	31531	1081	tacrine	hypertension	0	0	1942.67	1	0	1	777	39914	1081	tacrine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1082	desogestrel	2.25	1.88	2.67	9.2e-17	138	2869	185286	8676046	1082	desogestrel	contraception	1.23	0.92	1.61	0.13	56	1092	6215	149272	1082	desogestrel	contraception	19	42	1	0.36	2.26	1	6	93	1540	23765	1082	desogestrel	contraception	0	0	Inf	1	0	0	1	21	1082	desogestrel	contraception	0.79	0.28	1.76	0.71	6	126	1754	28958	1082	desogestrel	contraception	-0.21	0.810584245970187	0.42	0.62	-0.01	0	0	-0.3	1.02	0.77
1083	flumazenil	3.43	2.3	4.94	1.6e-08	31	423	185393	8678492	1083	flumazenil	sedation	4.46	1.15	12.52	0.016	4	48	101	5406	1083	flumazenil	sedation	29.8	73	0	0	60	1	0	4	15	555	1083	flumazenil	sedation	0	0	246.11	1	0	3	6	535	1083	flumazenil	sedation	0	0	1380.11	1	0	1	12	433	1083	flumazenil	sedation	-12.49	3.76410665912281e-06	1185.99	0.99	0.01	0.01	0.58	-0.9	0.5	0.08
1084	sumatriptan succinate	1.66	1.55	1.79	2.2e-40	823	23179	184601	8655736	1084	sumatriptan succinate	migraine	0.56	0.49	0.64	5.6e-20	281	11103	1324	29324	1084	sumatriptan succinate	migraine	20	66.1	0.5	0.32	0.76	5e-04	28	1811	164	5323	1084	sumatriptan succinate	migraine	0.64	0.16	1.85	0.49	4	192	28	857	1084	sumatriptan succinate	migraine	0.52	0.33	0.79	0.0013	27	1800	157	5482	1084	sumatriptan succinate	migraine	-0.62	0.537944437594674	0.2	0	-0.01	0	0.05	0.15	0.19	0.45
1085	itraconazole	0.37	0.28	0.48	9.1e-20	60	7597	185364	8671318	1085	itraconazole	prophylaxis	0.55	0.25	1.06	0.076	9	995	1668	102158	1085	itraconazole	prophylaxis	27	79.5	0.76	0.02	4.37	1	1	107	283	23068	1085	itraconazole	prophylaxis	1.35	0.03	7.87	0.53	1	80	126	13603	1085	itraconazole	prophylaxis	0	0	5.18	1	0	56	190	14314	1085	itraconazole	prophylaxis	-0.44	0.644036421083141	1.01	0.67	-0.01	0	0.01	-0.33	0.12	0
1086	iobenguane i-131	0	0	27.42	1	0	8	185424	8678907	1086	iobenguane i-131	neuroblastoma	0	0	910.28	1	0	7	2	1118	1086	iobenguane i-131	neuroblastoma	NA	NA	0	0	Inf	1	0	0	0	0	1086	iobenguane i-131	neuroblastoma	0	0	Inf	1	0	0	0	135	1086	iobenguane i-131	neuroblastoma	0	0	Inf	1	0	1	0	102	1086	iobenguane i-131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1087	perflubron	0	0	70.9	1	0	4	185424	8678911	1087	perflubron	myelodysplastic syndrome	0	0	8511.35	1	0	1	97	24415	1087	perflubron	myelodysplastic syndrome	60.7	83.3	0	0	9812.71	1	0	1	12	3565	1087	perflubron	myelodysplastic syndrome	0	0	10009.25	1	0	1	9	2737	1087	perflubron	myelodysplastic syndrome	0	0	Inf	1	0	0	5	2245	1087	perflubron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1088	mivacurium chloride	0.53	0.01	3.01	1	1	89	185423	8678826	1088	mivacurium chloride	general anaesthesia	0	0	70.72	1	0	19	10	2791	1088	mivacurium chloride	general anaesthesia	19.3	54.3	0	0	Inf	1	0	0	2	259	1088	mivacurium chloride	general anaesthesia	0	0	Inf	1	0	0	1	248	1088	mivacurium chloride	general anaesthesia	0	0	Inf	1	0	0	3	359	1088	mivacurium chloride	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1089	azelastine	1.71	1.53	1.92	3.1e-18	318	8696	185106	8670219	1089	azelastine	asthma	1.2	0.84	1.66	0.27	37	1056	2913	99412	1089	azelastine	asthma	6	72.9	0.83	0.22	2.17	1	4	217	371	16685	1089	azelastine	asthma	0.81	0.02	4.78	1	1	69	111	6224	1089	azelastine	asthma	0.79	0.16	2.36	1	3	180	308	14529	1089	azelastine	asthma	-0.25	0.778800783071405	0.51	0.63	-0.02	0	0	-0.32	0.11	0
1090	desflurane	0.31	0.13	0.62	0.00011	8	1197	185416	8677718	1090	desflurane	anaesthesia	0	0	3.8	0.62	0	268	25	6371	1090	desflurane	anaesthesia	23.5	67.5	0	0	Inf	1	0	25	0	496	1090	desflurane	anaesthesia	0	0	Inf	1	0	16	0	372	1090	desflurane	anaesthesia	0	0	97.73	1	0	26	2	467	1090	desflurane	anaesthesia	-16.5	6.82560337633487e-08	6946.3	1	0	0.03	0.95	-17.05	2430.83	0.99
1091	teniposide	0.2	0.01	1.15	0.1	1	230	185423	8678685	1091	teniposide	burkitt s lymphoma	0	0	64.78	1	0	24	4	986	1091	teniposide	burkitt s lymphoma	28	28	0	0	Inf	1	0	0	0	0	1091	teniposide	burkitt s lymphoma	0	0	Inf	1	0	2	0	73	1091	teniposide	burkitt s lymphoma	0	0	Inf	1	0	0	1	50	1091	teniposide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1092	pentostatin	0.13	0.02	0.47	7.1e-05	2	726	185422	8678189	1092	pentostatin	chronic lymphocytic leukaemia	0	0	3	0.64	0	230	118	21583	1092	pentostatin	chronic lymphocytic leukaemia	58.1	90.1	0	0	21.35	1	0	28	49	7179	1092	pentostatin	chronic lymphocytic leukaemia	0	0	32.77	1	0	21	33	5358	1092	pentostatin	chronic lymphocytic leukaemia	0	0	64.42	1	0	10	22	2977	1092	pentostatin	chronic lymphocytic leukaemia	-12.39	4.15998121219741e-06	709.47	0.99	0.03	0.01	0.05	-0.14	0.28	0.61
1093	gadodiamide	1.64	1.41	1.9	8.2e-10	184	5259	185240	8673656	1093	gadodiamide	nuclear magnetic resonance imaging	6.18	4.56	8.45	2.1e-36	144	1969	65	5491	1093	gadodiamide	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1093	gadodiamide	nuclear magnetic resonance imaging	0	0	Inf	1	0	2	0	255	1093	gadodiamide	nuclear magnetic resonance imaging	0	0	Inf	1	0	11	0	550	1093	gadodiamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1094	gadoteridol	2.32	1.91	2.8	2.7e-15	117	2357	185307	8676558	1094	gadoteridol	nuclear magnetic resonance imaging	3.37	2.52	4.48	1.4e-16	98	1550	111	5910	1094	gadoteridol	nuclear magnetic resonance imaging	NA	NA	0	0	Inf	1	0	0	0	0	1094	gadoteridol	nuclear magnetic resonance imaging	0	0	Inf	1	0	21	0	236	1094	gadoteridol	nuclear magnetic resonance imaging	0	0	Inf	1	0	13	0	548	1094	gadoteridol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1095	strontium chloride sr-89	0.33	0.07	0.98	0.041	3	420	185421	8678495	1095	strontium chloride sr-89	metastatic pain	0	0	Inf	1	0	338	0	268	1095	strontium chloride sr-89	metastatic pain	NA	NA	0	0	Inf	1	0	0	0	0	1095	strontium chloride sr-89	metastatic pain	0	0	Inf	1	0	6	0	23	1095	strontium chloride sr-89	metastatic pain	0	0	Inf	1	0	2	0	14	1095	strontium chloride sr-89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1096	torsemide	1.25	1.12	1.39	6.2e-05	347	12963	185077	8665952	1096	torsemide	hypertension	0.7	0.49	0.96	0.03	37	2144	7788	314539	1096	torsemide	hypertension	36.8	82.7	0.51	0.06	1.88	0.6	2	221	1100	62286	1096	torsemide	hypertension	0	0	2.04	0.27	0	129	449	31402	1096	torsemide	hypertension	0.79	0.09	2.92	1	2	130	775	39785	1096	torsemide	hypertension	-0.63	0.532591801006897	0.71	0.37	-0.02	0	0	-0.33	0.06	0
1097	levoleucovorin calcium	0	0	0.24	3.7e-07	0	725	185424	8678190	1097	levoleucovorin calcium	colorectal cancer	0	0	3.78	0.63	0	244	51	12194	1097	levoleucovorin calcium	colorectal cancer	41	76	0	0	3782.96	1	0	1	11	1133	1097	levoleucovorin calcium	colorectal cancer	0	0	4220.52	1	0	1	7	810	1097	levoleucovorin calcium	colorectal cancer	0	0	Inf	1	0	0	7	579	1097	levoleucovorin calcium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1098	diclofenac potassium	2.3	1.92	2.74	1e-16	133	2710	185291	8676205	1098	diclofenac potassium	rheumatoid arthritis	3.61	1.71	6.75	0.00069	10	266	4777	458734	1098	diclofenac potassium	rheumatoid arthritis	34.5	75.7	1.63	0.19	6.05	0.35	2	105	1335	114328	1098	diclofenac potassium	rheumatoid arthritis	12.81	0.29	96.07	0.084	1	8	247	25315	1098	diclofenac potassium	rheumatoid arthritis	2.49	0.5	7.49	0.13	3	105	1236	107631	1098	diclofenac potassium	rheumatoid arthritis	1.12	3.064854203293	0.51	0.03	-0.01	0	0	-0.15	0.07	0.04
1099	venlafaxine	4.56	4.45	4.68	0	7279	77009	178145	8601906	1099	venlafaxine	depression	1.28	1.23	1.34	1.6e-28	2748	19930	17930	166548	1099	venlafaxine	depression	21	75.4	1.21	1.07	1.35	0.0017	375	3161	2486	25272	1099	venlafaxine	depression	1.26	1.01	1.57	0.037	103	975	773	9233	1099	venlafaxine	depression	1.26	1.11	1.43	0.00037	312	2615	1995	21133	1099	venlafaxine	depression	0.23	1.25860000992948	0.06	0	-0.01	0	0	-0.13	0.04	0
1100	nefazodone	7.46	6.69	8.29	1.5e-191	401	2522	185023	8676393	1100	nefazodone	depression	1.62	1.34	1.95	7.4e-07	139	774	20539	185704	1100	nefazodone	depression	21	75.4	1.3	0.25	4.3	0.73	3	23	2858	28410	1100	nefazodone	depression	1.3	0.03	9.37	0.56	1	9	875	10199	1100	nefazodone	depression	1.47	0.16	6.41	0.65	2	14	2305	23734	1100	nefazodone	depression	0.39	1.47698079388264	0.61	0.52	-0.01	0	0	-0.14	0.04	0
1101	didanosine	0.93	0.79	1.1	0.44	143	7169	185281	8671746	1101	didanosine	hiv infection	1.1	0.88	1.37	0.36	95	5037	903	52856	1101	didanosine	hiv infection	24	63	0.25	0.03	0.94	0.036	2	306	186	7228	1101	didanosine	hiv infection	1.34	0.48	3.05	0.46	6	161	153	5504	1101	didanosine	hiv infection	0	0	1.03	0.047	0	217	55	3207	1101	didanosine	hiv infection	-0.31	0.733446956224289	0.42	0.47	0	0	0.93	0.55	0.16	0
1102	corticorelin ovine triflutate	0	0	32.47	1	0	7	185424	8678908	1102	corticorelin ovine triflutate	alcoholism	0	0	1085.09	1	0	1	86	2433	1102	corticorelin ovine triflutate	alcoholism	25.8	59.8	0	0	Inf	1	0	0	10	344	1102	corticorelin ovine triflutate	alcoholism	0	0	Inf	1	0	0	7	307	1102	corticorelin ovine triflutate	alcoholism	0	0	990.64	1	0	1	5	128	1102	corticorelin ovine triflutate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1103	enoxaparin sodium	1.22	1.13	1.3	4e-08	866	33376	184558	8645539	1103	enoxaparin sodium	pain	0.75	0.6	0.94	0.01	83	2273	8986	185611	1103	enoxaparin sodium	pain	25	79	0.48	0.19	0.99	0.043	7	454	1142	35211	1103	enoxaparin sodium	pain	0.44	0.09	1.3	0.17	3	250	414	15014	1103	enoxaparin sodium	pain	0.44	0.12	1.13	0.12	4	280	862	26301	1103	enoxaparin sodium	pain	-0.77	0.463013068311228	0.38	0.04	-0.01	0	0	-0.16	0.06	0.01
1104	sodium thiosulfate	0	0	1.38	0.12	0	127	185424	8678788	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	24	0	13	1104	sodium thiosulfate	calciphylaxis	NA	NA	0	0	Inf	1	0	0	0	0	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	0	0	1	1104	sodium thiosulfate	calciphylaxis	0	0	Inf	1	0	11	0	2	1104	sodium thiosulfate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1105	nilutamide	6.46	3.83	10.34	3.9e-10	20	145	185404	8678770	1105	nilutamide	prostate cancer	14.2	6.42	28.26	1.1e-08	10	56	573	45556	1105	nilutamide	prostate cancer	57.4	90.3	0	0	26.42	1	0	16	133	13389	1105	nilutamide	prostate cancer	0	0	24.04	1	0	17	149	14624	1105	nilutamide	prostate cancer	0	0	Inf	1	0	0	0	51	1105	nilutamide	prostate cancer	-11.93	6.58971801630773e-06	581.8	0.98	-0.01	0.01	0.06	12.05	335.57	0.97
1106	pantothenic acid	1.58	0.63	3.32	0.22	7	207	185417	8678708	1106	pantothenic acid	prophylaxis	17.61	4.22	56.23	0.00017	4	14	1673	103139	1106	pantothenic acid	prophylaxis	27	79.5	0	0	89.42	1	0	5	284	23170	1106	pantothenic acid	prophylaxis	0	0	3943.05	1	0	1	127	13682	1106	pantothenic acid	prophylaxis	0	0	114.99	1	0	4	190	14366	1106	pantothenic acid	prophylaxis	-9.2	0.000101039401837093	239.23	0.97	-0.01	0	0.01	-0.33	0.12	0
1107	finasteride	6.01	5.77	6.25	0	2840	22421	182584	8656494	1107	finasteride	alopecia	69.22	55.17	87.88	0	1161	1887	85	9565	1107	finasteride	alopecia	19.6	62.7	54.49	29.14	109.55	1.7e-53	65	222	13	2426	1107	finasteride	alopecia	103.7	33.61	518.17	1.3e-44	70	245	3	1093	1107	finasteride	alopecia	7.69	0.18	52.62	0.13	1	31	16	3819	1107	finasteride	alopecia	3.82	45.6042083208487	0.37	0	-0.05	0.01	0	-0.23	0.4	0.57
1108	perindopril erbumine	0.51	0.4	0.64	1.5e-10	75	6856	185349	8672059	1108	perindopril erbumine	hypertension	0.35	0.19	0.58	3.6e-06	14	1630	7811	315053	1108	perindopril erbumine	hypertension	36.8	82.7	0.35	0.01	2	0.54	1	160	1101	62347	1108	perindopril erbumine	hypertension	0.78	0.02	4.48	1	1	90	448	31441	1108	perindopril erbumine	hypertension	0	0	1.8	0.28	0	107	777	39808	1108	perindopril erbumine	hypertension	-1.12	0.326279794623039	1	0.26	-0.02	0	0	-0.33	0.06	0
1109	felbamate	0.5	0.21	0.98	0.042	8	753	185416	8678162	1109	felbamate	epilepsy	0.6	0.12	1.79	0.5	3	209	1068	44786	1109	felbamate	epilepsy	14.9	74.1	1.02	0.02	6.14	1	1	34	160	5525	1109	felbamate	epilepsy	1.74	0.04	10.89	0.45	1	26	77	3489	1109	felbamate	epilepsy	0	0	5.83	1	0	28	101	4111	1109	felbamate	epilepsy	-0.15	0.860707976425058	1.01	0.88	0.01	0	0.06	-0.1	0.15	0.53
1110	lodoxamide tromethamine	1.2	0.03	7.09	0.57	1	39	185423	8678876	1110	lodoxamide tromethamine	asthma	0	0	17.26	1	0	9	2950	100459	1110	lodoxamide tromethamine	asthma	6	72.9	0	0	Inf	1	0	0	375	16902	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	112	6293	1110	lodoxamide tromethamine	asthma	0	0	Inf	1	0	0	311	14709	1110	lodoxamide tromethamine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1111	terbinafine	2.1	1.91	2.32	1.6e-42	438	9758	184986	8669157	1111	terbinafine	onychomycosis	10.41	5.88	20.09	5e-27	149	2048	13	1862	1111	terbinafine	onychomycosis	34	72.5	21.1	3.2	890.12	2.3e-05	15	243	1	343	1111	terbinafine	onychomycosis	3.17	0.83	14.67	0.07	8	142	4	226	1111	terbinafine	onychomycosis	16.25	2.28	708.54	0.00053	10	177	1	289	1111	terbinafine	onychomycosis	1.64	5.15516951223468	0.51	0	-0.02	0.01	0.08	0.36	0.43	0.41
1112	pentosan polysulfate sodium	2.23	1.82	2.7	2e-13	111	2333	185313	8676582	1112	pentosan polysulfate sodium	cystitis interstitial	1.33	0.65	2.88	0.51	29	956	12	525	1112	pentosan polysulfate sodium	cystitis interstitial	58.7	69.9	Inf	0.14	Inf	0.5	2	42	0	33	1112	pentosan polysulfate sodium	cystitis interstitial	0	0	Inf	1	0	29	0	8	1112	pentosan polysulfate sodium	cystitis interstitial	0.63	0.04	8.77	0.64	2	174	2	109	1112	pentosan polysulfate sodium	cystitis interstitial	-0.49	0.612626394184416	1.01	0.63	0.05	0.04	0.2	-16.53	2850.24	1
1113	zalcitabine	0.81	0.26	1.92	0.84	5	288	185419	8678627	1113	zalcitabine	hiv infection	1.4	0.45	3.34	0.42	5	207	993	57686	1113	zalcitabine	hiv infection	24	63	0	0	7.74	1	0	21	188	7513	1113	zalcitabine	hiv infection	0	0	6.24	1	0	23	159	5642	1113	zalcitabine	hiv infection	0	0	69.19	1	0	5	55	3419	1113	zalcitabine	hiv infection	-11.91	6.7228391506356e-06	274.37	0.97	0	0	0.96	0.56	0.16	0
1114	cisapride monohydrate	4.29	3.41	5.34	2.6e-27	88	961	185336	8677954	1114	cisapride monohydrate	gastrooesophageal reflux disease	0.93	0.46	1.69	1	11	279	3238	76468	1114	cisapride monohydrate	gastrooesophageal reflux disease	28.1	80.8	0	0	11.63	1	0	16	439	19617	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	84	1	0	4	147	8084	1114	cisapride monohydrate	gastrooesophageal reflux disease	0	0	10.97	1	0	16	342	14411	1114	cisapride monohydrate	gastrooesophageal reflux disease	-11.04	1.60468177351501e-05	196.04	0.96	-0.02	0	0	-0.27	0.1	0.01
1115	dexrazoxane	0.09	0	0.48	0.00024	1	541	185423	8678374	1115	dexrazoxane	burkitt s lymphoma	0	0	44.79	1	0	34	4	976	1115	dexrazoxane	burkitt s lymphoma	28	28	0	0	Inf	1	0	0	0	0	1115	dexrazoxane	burkitt s lymphoma	0	0	Inf	1	0	0	0	75	1115	dexrazoxane	burkitt s lymphoma	0	0	Inf	1	0	0	1	50	1115	dexrazoxane	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1116	rocuronium bromide	0.78	0.57	1.03	0.084	49	2946	185375	8675969	1116	rocuronium bromide	anaesthesia	0.59	0.01	3.65	1	1	436	24	6203	1116	rocuronium bromide	anaesthesia	23.5	67.5	0	0	Inf	1	0	43	0	478	1116	rocuronium bromide	anaesthesia	0	0	Inf	1	0	39	0	349	1116	rocuronium bromide	anaesthesia	14.21	0.18	1121.41	0.13	1	32	1	461	1116	rocuronium bromide	anaesthesia	2.68	14.5850932958808	1.43	0.06	0	0.03	0.9	-18.14	3764.98	1
1117	levocabastine	0.85	0.31	1.87	0.85	6	331	185418	8678584	1117	levocabastine	prophylaxis	2.68	0.31	10.25	0.18	2	46	1675	103107	1117	levocabastine	prophylaxis	27	79.5	0	0	15.75	1	0	21	284	23154	1117	levocabastine	prophylaxis	0	0	48.58	1	0	10	127	13673	1117	levocabastine	prophylaxis	0	0	30.35	1	0	11	190	14359	1117	levocabastine	prophylaxis	-10.12	4.02661255318714e-05	191.96	0.96	-0.01	0	0.01	-0.33	0.12	0
1118	iopromide	0.04	0.01	0.09	1.1e-40	4	5113	185420	8673802	1118	iopromide	computerised tomogram	0.16	0	1.04	0.054	1	1390	16	3582	1118	iopromide	computerised tomogram	NA	NA	0	0	Inf	1	0	0	0	0	1118	iopromide	computerised tomogram	0	0	Inf	1	0	5	0	213	1118	iopromide	computerised tomogram	0	0	Inf	1	0	4	0	299	1118	iopromide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
