results.N	results.drug	results.ROR	results.CI_low	results.CI_up	results.pval	results.DrugReac	results.DrugNoReac	results.NoDrugReac	results.NoDrugNoReac	results_indication.N	results_indication.drug	results_indication.indication	results_indication.ROR	results_indication.CI_low	results_indication.CI_up	results_indication.pval	results_indication.DrugReac	results_indication.DrugNoReac	results_indication.NoDrugReac	results_indication.NoDrugNoReac	results_age.N	results_age.drug	results_age.indication	results_age.min_age	results_age.max_age	results_age.ROR	results_age.CI_low	results_age.CI_up	results_age.pval	results_age.DrugReac	results_age.DrugNoReac	results_age.NoDrugReac	results_age.NoDrugNoReac	results_male.N	results_male.drug	results_male.indication	results_male.ROR	results_male.CI_low	results_male.CI_up	results_male.pval	results_male.DrugReac	results_male.DrugNoReac	results_male.NoDrugReac	results_male.NoDrugNoReac	results_female.N	results_female.drug	results_female.indication	results_female.ROR	results_female.CI_low	results_female.CI_up	results_female.pval	results_female.DrugReac	results_female.DrugNoReac	results_female.NoDrugReac	results_female.NoDrugNoReac	results_logReg.N	results_logReg.drug	results_logReg.indication	results_logReg.logOR_Drug	results_logReg.OR_Drug	results_logReg.SE_Drug	results_logReg.pval_Drug	results_logReg.logOR_Age	results_logReg.SE_Age	results_logReg.pval_Age	results_logReg.logOR_Sex	results_logReg.SE_Sex	results_logReg.pval_Sex	count	count_change	count_label
1999	tafluprost	0	0	1.88	0.28	0	805	21580	8841954	1999	tafluprost	glaucoma	0	0	12.96	1	0	328	18	18608	1999	tafluprost	glaucoma	56.6	74.4	0	0	231.14	1	0	44	2	1889	1999	tafluprost	glaucoma	0	0	79.83	1	0	28	4	1426	1999	tafluprost	glaucoma	0	0	2312.3	1	0	45	1	2767	1999	tafluprost	glaucoma	-13.91	9.09837340605457e-07	1957.61	0.99	-0.02	0.03	0.45	2.05	1.12	0.07	16	999	991
1173	timolol	0.33	0.13	0.69	9e-04	7	8579	21573	8834180	1173	timolol	glaucoma	1.4	0.26	4.94	0.49	3	2372	15	16564	1173	timolol	glaucoma	56.6	74.4	0	0	31.4	1	0	281	2	1652	1173	timolol	glaucoma	1.6	0.03	19.98	0.53	1	251	3	1203	1173	timolol	glaucoma	0	0	242.11	1	0	389	1	2423	1173	timolol	glaucoma	0.22	1.24607673058738	1.12	0.85	-0.02	0.03	0.47	2.03	1.12	0.07	16	999	991
730	timolol maleate	0.3	0.14	0.55	4.8e-06	10	13591	21570	8829168	730	timolol maleate	glaucoma	0.4	0.04	1.7	0.27	2	4522	16	14414	730	timolol maleate	glaucoma	56.6	74.4	4.06	0.05	318.08	0.36	1	382	1	1551	730	timolol maleate	glaucoma	1.24	0.02	15.5	1	1	308	3	1146	730	timolol maleate	glaucoma	0	0	154.12	1	0	567	1	2245	730	timolol maleate	glaucoma	-0.07	0.932393819905948	1.12	0.95	-0.02	0.03	0.46	2.04	1.12	0.07	16	999	991
1423	travoprost	1.14	0.65	1.86	0.59	16	5735	21564	8837024	1423	travoprost	glaucoma	6.4	2.1	18.12	0.00064	7	1711	11	17225	1423	travoprost	glaucoma	56.6	74.4	0	0	40.73	1	0	224	2	1709	1423	travoprost	glaucoma	7.24	0.52	100.53	0.075	2	176	2	1278	1423	travoprost	glaucoma	0	0	321.45	1	0	303	1	2509	1423	travoprost	glaucoma	1.6	4.95303242439511	0.92	0.08	-0.02	0.03	0.47	2	1.12	0.07	16	999	991
1413	unoprostone isopropyl	0	0	17.34	1	0	89	21580	8842670	1413	unoprostone isopropyl	glaucoma	0	0	146.4	1	0	31	18	18905	1413	unoprostone isopropyl	glaucoma	56.6	74.4	0	0	Inf	1	0	0	2	1933	1413	unoprostone isopropyl	glaucoma	0	0	Inf	1	0	0	4	1454	1413	unoprostone isopropyl	glaucoma	0	0	4.5036e+15	1	0	2	1	2810	1413	unoprostone isopropyl	glaucoma	-8.41	0.000222629856918889	1696.01	1	-0.02	0.03	0.46	2.04	1.12	0.07	16	999	991
1988	boceprevir	0.45	0.23	0.79	0.0025	12	10888	21568	8831871	1988	boceprevir	hepatitis c	0.53	0.26	0.96	0.035	11	7209	253	87824	1988	boceprevir	hepatitis c	33.8	63	1.68	0.04	10.43	0.46	1	401	23	15539	1988	boceprevir	hepatitis c	2.46	0.06	16.09	0.35	1	332	15	12264	1988	boceprevir	hepatitis c	0	0	17.15	1	0	190	13	9850	1988	boceprevir	hepatitis c	0.39	1.47698079388264	1.02	0.7	-0.03	0.01	0.02	0	0.37	0.99	16	1015	1007
741	cinoxacin	0	0	147.82	1	0	12	21580	8842747	741	cinoxacin	hepatitis c	0	0	11513.55	1	0	1	264	95032	741	cinoxacin	hepatitis c	33.8	63	0	0	Inf	1	0	0	24	15940	741	cinoxacin	hepatitis c	0	0	Inf	1	0	0	16	12596	741	cinoxacin	hepatitis c	0	0	Inf	1	0	0	13	10040	741	cinoxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	1015	1007
2129	daclatasvir	0.62	0.23	1.35	0.33	6	3954	21574	8838805	2129	daclatasvir	hepatitis c	0.38	0.05	1.4	0.26	2	1853	262	93180	2129	daclatasvir	hepatitis c	33.8	63	0	0	2.74	0.4	0	913	24	15027	2129	daclatasvir	hepatitis c	0	0	3.94	0.62	0	780	16	11816	2129	daclatasvir	hepatitis c	1.42	0.03	9.66	0.52	1	555	12	9485	2129	daclatasvir	hepatitis c	-0.55	0.576949810380487	1.02	0.59	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2179	dasabuvir sodium	0	0	163.23	1	0	11	21580	8842748	2179	dasabuvir sodium	hepatitis c	0	0	306.41	1	0	6	264	95027	2179	dasabuvir sodium	hepatitis c	33.8	63	0	0	1029.68	1	0	4	24	15936	2179	dasabuvir sodium	hepatitis c	0	0	Inf	1	0	0	16	12596	2179	dasabuvir sodium	hepatitis c	0	0	1303.31	1	0	4	13	10036	2179	dasabuvir sodium	hepatitis c	-8.75	0.000158461325115751	727.23	0.99	-0.03	0.01	0.02	0.01	0.37	0.99	16	1015	1007
2163	elbasvir	0	0	2.27	0.42	0	668	21580	8842091	2163	elbasvir	hepatitis c	0	0	3.46	0.63	0	387	264	94646	2163	elbasvir	hepatitis c	33.8	63	0	0	17.69	1	0	150	24	15790	2163	elbasvir	hepatitis c	0	0	24.97	1	0	131	16	12465	2163	elbasvir	hepatitis c	0	0	37.32	1	0	89	13	9951	2163	elbasvir	hepatitis c	-12.81	2.73330242596469e-06	720.28	0.99	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2164	grazoprevir	0	0	2.27	0.42	0	668	21580	8842091	2164	grazoprevir	hepatitis c	0	0	3.46	0.63	0	387	264	94646	2164	grazoprevir	hepatitis c	33.8	63	0	0	17.69	1	0	150	24	15790	2164	grazoprevir	hepatitis c	0	0	24.97	1	0	131	16	12465	2164	grazoprevir	hepatitis c	0	0	37.32	1	0	89	13	9951	2164	grazoprevir	hepatitis c	-12.81	2.73330242596469e-06	720.28	0.99	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
1860	interferon alfa-2b	2.94	2.01	4.16	1.7e-07	32	4460	21548	8838299	1860	interferon alfa-2b	hepatitis c	5.45	3.3	8.55	2.1e-09	21	1484	243	93549	1860	interferon alfa-2b	hepatitis c	33.8	63	0	0	79.06	1	0	35	24	15905	1860	interferon alfa-2b	hepatitis c	0	0	127.97	1	0	27	16	12569	1860	interferon alfa-2b	hepatitis c	0	0	261.78	1	0	14	13	10026	1860	interferon alfa-2b	hepatitis c	-11.02	1.63709849565652e-05	613.3	0.99	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2099	ledipasvir	0.75	0.47	1.13	0.2	22	12084	21558	8830675	2099	ledipasvir	hepatitis c	0.55	0.25	1.07	0.09	9	5702	255	89331	2099	ledipasvir	hepatitis c	33.8	63	1.13	0.33	3.12	0.79	5	3021	19	12919	2099	ledipasvir	hepatitis c	0.53	0.06	2.33	0.55	2	2657	14	9939	2099	ledipasvir	hepatitis c	1.31	0.23	5.1	0.72	3	1869	10	8171	2099	ledipasvir	hepatitis c	-0.1	0.90483741803596	0.49	0.84	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2125	ombitasvir	4.03	1.3	9.48	0.009	5	508	21575	8842251	2125	ombitasvir	hepatitis c	0	0	4.02	1	0	333	264	94700	2125	ombitasvir	hepatitis c	33.8	63	0	0	20.63	1	0	129	24	15811	2125	ombitasvir	hepatitis c	0	0	22.51	1	0	145	16	12451	2125	ombitasvir	hepatitis c	0	0	38.21	1	0	87	13	9953	2125	ombitasvir	hepatitis c	-12.73	2.96095117009214e-06	701.93	0.99	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2126	paritaprevir	4.71	1.52	11.08	0.0048	5	435	21575	8842324	2126	paritaprevir	hepatitis c	0	0	4.56	1	0	294	264	94739	2126	paritaprevir	hepatitis c	33.8	63	0	0	21.85	1	0	122	24	15818	2126	paritaprevir	hepatitis c	0	0	24.03	1	0	136	16	12460	2126	paritaprevir	hepatitis c	0	0	39.64	1	0	84	13	9956	2126	paritaprevir	hepatitis c	-12.73	2.96095117009214e-06	720.82	0.99	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
1891	peginterferon alfa-2a	0.95	0.8	1.12	0.56	140	60557	21440	8782202	1891	peginterferon alfa-2a	hepatitis c	0.55	0.41	0.72	7.7e-06	73	38978	191	56055	1891	peginterferon alfa-2a	hepatitis c	33.8	63	0.69	0.2	1.9	0.65	5	4416	19	11524	1891	peginterferon alfa-2a	hepatitis c	0.53	0.06	2.29	0.55	2	2691	14	9905	1891	peginterferon alfa-2a	hepatitis c	0.84	0.15	3.28	1	3	2631	10	7409	1891	peginterferon alfa-2a	hepatitis c	-0.62	0.537944437594674	0.5	0.22	-0.04	0.01	0.01	-0.02	0.37	0.95	16	1015	1007
1888	peginterferon alfa-2b	0.53	0.33	0.81	0.0018	21	16202	21559	8826557	1888	peginterferon alfa-2b	hepatitis c	0.49	0.25	0.88	0.012	12	8356	252	86677	1888	peginterferon alfa-2b	hepatitis c	33.8	63	0	0	6.35	1	0	408	24	15532	1888	peginterferon alfa-2b	hepatitis c	2.45	0.06	15.99	0.35	1	334	15	12262	1888	peginterferon alfa-2b	hepatitis c	0	0	14.15	1	0	229	13	9811	1888	peginterferon alfa-2b	hepatitis c	0.21	1.23367805995674	1.02	0.84	-0.03	0.01	0.02	0.01	0.37	0.99	16	1015	1007
876	ribavirin	1.24	1.11	1.38	0.00019	326	108021	21254	8734738	876	ribavirin	hepatitis c	1.84	1.31	2.66	0.00023	225	72045	39	22988	876	ribavirin	hepatitis c	33.8	63	1.26	0.52	3.27	0.68	15	9073	9	6867	876	ribavirin	hepatitis c	1.42	0.47	4.77	0.62	10	6796	6	5800	876	ribavirin	hepatitis c	1.36	0.39	5.29	0.78	8	5424	5	4616	876	ribavirin	hepatitis c	0.24	1.2712491503214	0.38	0.53	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2076	simeprevir sodium	0.43	0.09	1.26	0.18	3	2846	21577	8839913	2076	simeprevir sodium	hepatitis c	0.23	0.01	1.32	0.14	1	1515	263	93518	2076	simeprevir sodium	hepatitis c	33.8	63	0	0	4.72	1	0	544	24	15396	2076	simeprevir sodium	hepatitis c	0	0	5.95	1	0	528	16	12068	2076	simeprevir sodium	hepatitis c	2.04	0.05	13.85	0.41	1	394	12	9646	2076	simeprevir sodium	hepatitis c	-0.17	0.843664816596384	1.02	0.87	-0.03	0.01	0.02	0.01	0.37	0.98	16	1015	1007
2062	sofosbuvir	0.77	0.57	1.01	0.062	50	26657	21530	8816102	2062	sofosbuvir	hepatitis c	0.51	0.31	0.81	0.0023	20	13100	244	81933	2062	sofosbuvir	hepatitis c	33.8	63	0.77	0.29	1.91	0.68	8	6263	16	9677	2062	sofosbuvir	hepatitis c	0.3	0.05	1.08	0.046	3	5520	13	7076	2062	sofosbuvir	hepatitis c	1.95	0.56	7.03	0.26	7	3758	6	6282	2062	sofosbuvir	hepatitis c	-0.21	0.810584245970187	0.39	0.6	-0.03	0.01	0.02	0.02	0.37	0.96	16	1015	1007
1977	telaprevir	0.34	0.22	0.5	2.6e-11	27	32358	21553	8810401	1977	telaprevir	hepatitis c	0.24	0.14	0.38	1.5e-13	20	24092	244	70941	1977	telaprevir	hepatitis c	33.8	63	0	0	4.77	1	0	538	24	15402	1977	telaprevir	hepatitis c	0	0	7.62	1	0	416	16	12180	1977	telaprevir	hepatitis c	0	0	11.13	1	0	289	13	9751	1977	telaprevir	hepatitis c	-14.02	8.15063347281783e-07	661.38	0.98	-0.03	0.01	0.02	0.01	0.37	0.97	16	1015	1007
1346	almotriptan malate	1.95	0.4	5.72	0.2	3	631	21577	8842128	1346	almotriptan malate	migraine	1.33	0.16	4.91	0.67	2	289	216	41525	1346	almotriptan malate	migraine	30	58.2	0	0	77.02	1	0	22	14	5241	1346	almotriptan malate	migraine	0	0	11496.75	1	0	3	1	1077	1346	almotriptan malate	migraine	0	0	58.28	1	0	37	15	7414	1346	almotriptan malate	migraine	-12.28	4.64369580069689e-06	1028.72	0.99	-0.01	0.02	0.68	-0.78	1.03	0.45	16	1031	1023
632	butalbital	1.74	1.14	2.56	0.0087	26	6112	21554	8836647	632	butalbital	migraine	1.19	0.43	2.65	0.65	6	969	212	40845	632	butalbital	migraine	30	58.2	0	0	15.49	1	0	102	14	5161	632	butalbital	migraine	0	0	1823.85	1	0	22	1	1058	632	butalbital	migraine	0	0	11.76	1	0	174	15	7277	632	butalbital	migraine	-13.27	1.72548911973592e-06	765.57	0.99	-0.01	0.02	0.7	-0.79	1.03	0.45	16	1031	1023
699	butorphanol tartrate	1.05	0.34	2.45	0.82	5	1957	21575	8840802	699	butorphanol tartrate	migraine	1.08	0.22	3.23	0.76	3	531	215	41283	699	butorphanol tartrate	migraine	30	58.2	0	0	166.57	1	0	11	14	5252	699	butorphanol tartrate	migraine	0	0	Inf	1	0	0	1	1080	699	butorphanol tartrate	migraine	0	0	118.25	1	0	19	15	7432	699	butorphanol tartrate	migraine	-11.32	1.21279239463298e-05	907.24	0.99	-0.01	0.02	0.67	-0.79	1.03	0.45	16	1031	1023
89	caffeine	2.31	1.79	2.95	1.8e-09	66	11713	21514	8831046	89	caffeine	migraine	0.72	0.29	1.52	0.51	7	1839	211	39975	89	caffeine	migraine	30	58.2	1.75	0.04	11.72	0.45	1	222	13	5041	89	caffeine	migraine	0	0	558.37	1	0	70	1	1010	89	caffeine	migraine	1.29	0.03	8.52	0.56	1	391	14	7060	89	caffeine	migraine	0.21	1.23367805995674	1.04	0.84	-0.01	0.02	0.66	-0.79	1.03	0.45	16	1031	1023
44	dihydroergotamine mesylate	0.4	0.01	2.23	0.53	1	1028	21579	8841731	44	dihydroergotamine mesylate	migraine	0	0	3.97	1	0	181	218	41633	44	dihydroergotamine mesylate	migraine	30	58.2	0	0	102.16	1	0	17	14	5246	44	dihydroergotamine mesylate	migraine	0	0	9020.81	1	0	4	1	1076	44	dihydroergotamine mesylate	migraine	0	0	92.16	1	0	24	15	7427	44	dihydroergotamine mesylate	migraine	-11.3	1.23729242617882e-05	745.38	0.99	-0.01	0.02	0.67	-0.78	1.03	0.45	16	1031	1023
1351	eletriptan	2.46	1.67	3.49	1.2e-05	31	5176	21549	8837583	1351	eletriptan	migraine	1.47	0.86	2.35	0.12	19	2558	199	39256	1351	eletriptan	migraine	30	58.2	0	0	3.98	0.62	0	372	14	4891	1351	eletriptan	migraine	0	0	693.06	1	0	57	1	1023	1351	eletriptan	migraine	0	0	3.96	0.62	0	492	15	6959	1351	eletriptan	migraine	-14.34	5.91857464782726e-07	754.47	0.98	-0.01	0.02	0.71	-0.8	1.03	0.44	16	1031	1023
90	ergotamine tartrate	0.96	0.02	5.35	1	1	429	21579	8842330	90	ergotamine tartrate	migraine	0	0	4.64	1	0	155	218	41659	90	ergotamine tartrate	migraine	30	58.2	0	0	958.39	1	0	3	14	5260	90	ergotamine tartrate	migraine	0	0	15834.9	1	0	2	1	1078	90	ergotamine tartrate	migraine	0	0	180.26	1	0	13	15	7438	90	ergotamine tartrate	migraine	-11.15	1.43752870900291e-05	1018.53	0.99	-0.01	0.02	0.68	-0.78	1.03	0.45	16	1031	1023
2115	finafloxacin	0	0	12787.93	1	0	1	21580	8842758	2115	finafloxacin	migraine	0	0	6697.74	1	0	1	218	41813	2115	finafloxacin	migraine	30	58.2	0	0	Inf	1	0	0	14	5263	2115	finafloxacin	migraine	0	0	Inf	1	0	0	1	1080	2115	finafloxacin	migraine	0	0	Inf	1	0	0	15	7451	2115	finafloxacin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	1031	1023
1347	frovatriptan succinate	4.96	2.26	9.47	0.00012	9	744	21571	8842015	1347	frovatriptan succinate	migraine	3.65	1.31	8.16	0.0076	6	322	212	41492	1347	frovatriptan succinate	migraine	30	58.2	0	0	59.6	1	0	28	14	5235	1347	frovatriptan succinate	migraine	0	0	9020.81	1	0	4	1	1076	1347	frovatriptan succinate	migraine	0	0	58.28	1	0	37	15	7414	1347	frovatriptan succinate	migraine	-12.31	4.50645384894425e-06	1015.19	0.99	-0.01	0.02	0.67	-0.78	1.03	0.45	16	1031	1023
393	methysergide maleate	0	0	45.49	1	0	35	21580	8842724	393	methysergide maleate	migraine	0	0	46.82	1	0	17	218	41797	393	methysergide maleate	migraine	30	58.2	0	0	Inf	1	0	0	14	5263	393	methysergide maleate	migraine	0	0	Inf	1	0	0	1	1080	393	methysergide maleate	migraine	0	0	14871.33	1	0	1	15	7450	393	methysergide maleate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	1031	1023
1277	naratriptan	5.31	2.89	8.95	8.4e-07	14	1081	21566	8841678	1277	naratriptan	migraine	1.11	0.23	3.31	0.75	3	518	215	41296	1277	naratriptan	migraine	30	58.2	0	0	28.3	1	0	57	14	5206	1277	naratriptan	migraine	0	0	3581.4	1	0	11	1	1069	1277	naratriptan	migraine	0	0	24.32	1	0	86	15	7365	1277	naratriptan	migraine	-13.29	1.69132214597039e-06	1089.37	0.99	-0.01	0.02	0.68	-0.78	1.03	0.45	16	1031	1023
1309	rizatriptan benzoate	3.78	2.82	4.95	1.9e-15	53	5761	21527	8836998	1309	rizatriptan benzoate	migraine	1.24	0.68	2.1	0.38	15	2355	203	39459	1309	rizatriptan benzoate	migraine	30	58.2	1.34	0.03	9	0.54	1	285	13	4978	1309	rizatriptan benzoate	migraine	0	0	950.47	1	0	42	1	1038	1309	rizatriptan benzoate	migraine	2.97	0.32	13.19	0.17	2	367	13	7084	1309	rizatriptan benzoate	migraine	1.03	2.80106583469908	0.76	0.17	-0.01	0.02	0.66	-0.77	1.03	0.46	16	1031	1023
1231	sumatriptan	2.39	2.01	2.82	1.2e-19	143	24584	21437	8818175	1231	sumatriptan	migraine	0.7	0.5	0.97	0.029	48	12000	170	29814	1231	sumatriptan	migraine	30	58.2	1.73	0.45	5.75	0.35	5	1280	9	3983	1231	sumatriptan	migraine	0	0	114.1	1	0	275	1	805	1231	sumatriptan	migraine	1.99	0.58	6.28	0.23	6	1868	9	5583	1231	sumatriptan	migraine	0.61	1.84043139878164	0.52	0.24	-0.01	0.02	0.61	-0.79	1.03	0.45	16	1031	1023
1084	sumatriptan succinate	2.19	1.82	2.6	5.8e-15	127	23875	21453	8818884	1084	sumatriptan succinate	migraine	0.66	0.46	0.93	0.014	43	11341	175	30473	1084	sumatriptan succinate	migraine	30	58.2	1.62	0.42	5.38	0.37	5	1346	9	3917	1084	sumatriptan succinate	migraine	0	0	175.62	1	0	196	1	884	1084	sumatriptan succinate	migraine	2.06	0.6	6.49	0.22	6	1821	9	5630	1084	sumatriptan succinate	migraine	0.64	1.89648087930495	0.52	0.21	-0.01	0.02	0.66	-0.74	1.03	0.48	16	1031	1023
291	tannic acid	0	0	41.78	1	0	38	21580	8842721	291	tannic acid	migraine	0	0	210.22	1	0	5	218	41809	291	tannic acid	migraine	30	58.2	0	0	Inf	1	0	0	14	5263	291	tannic acid	migraine	0	0	Inf	1	0	0	1	1080	291	tannic acid	migraine	0	0	Inf	1	0	0	15	7451	291	tannic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	1031	1023
1279	zolmitriptan	3.32	2.31	4.62	2.5e-09	35	4328	21545	8838431	1279	zolmitriptan	migraine	1.74	0.95	2.95	0.056	15	1704	203	40110	1279	zolmitriptan	migraine	30	58.2	4.99	0.54	22.68	0.074	2	170	12	5093	1279	zolmitriptan	migraine	0	0	1606.05	1	0	25	1	1055	1279	zolmitriptan	migraine	4.94	0.54	22.01	0.075	2	225	13	7226	1279	zolmitriptan	migraine	1.56	4.75882124513785	0.76	0.04	-0.01	0.02	0.62	-0.77	1.03	0.46	16	1031	1023
475	amantadine	3.44	2.71	4.31	1.9e-19	77	9186	21503	8833573	475	amantadine	parkinson s disease	1.34	0.84	2.05	0.18	24	2201	215	26356	475	amantadine	parkinson s disease	31	80	4.43	1.29	12.38	0.0098	5	323	19	5444	475	amantadine	parkinson s disease	4.86	1.18	14.94	0.015	4	184	18	4024	475	amantadine	parkinson s disease	2.45	0.05	20.32	0.37	1	196	6	2879	475	amantadine	parkinson s disease	1.24	3.45561346476268	0.5	0.01	-0.05	0.01	0	0.83	0.44	0.06	16	1047	1039
1424	apomorphine	0.78	0.16	2.29	1	3	1569	21577	8841190	1424	apomorphine	parkinson s disease	0.21	0.03	0.78	0.0098	2	1094	237	27463	1424	apomorphine	parkinson s disease	31	80	0	0	3.31	0.63	0	277	24	5490	1424	apomorphine	parkinson s disease	0	0	3.38	0.63	0	217	22	3991	1424	apomorphine	parkinson s disease	0	0	20.07	1	0	104	7	2971	1424	apomorphine	parkinson s disease	-15.28	2.31196000308859e-07	962.51	0.99	-0.05	0.01	0	0.8	0.44	0.07	16	1047	1039
717	bromocriptine mesylate	3.03	1.61	5.19	0.00054	13	1760	21567	8840999	717	bromocriptine mesylate	parkinson s disease	1.9	0.61	4.55	0.2	5	317	234	28240	717	bromocriptine mesylate	parkinson s disease	31	80	0	0	113.24	1	0	10	24	5757	717	bromocriptine mesylate	parkinson s disease	0	0	73.48	1	0	12	22	4196	717	bromocriptine mesylate	parkinson s disease	0	0	2549.6	1	0	2	7	3073	717	bromocriptine mesylate	parkinson s disease	-10.86	1.92115288153726e-05	632.26	0.99	-0.05	0.01	0	0.79	0.44	0.07	16	1047	1039
1244	cabergoline	2.95	1.99	4.22	3.7e-07	30	4169	21550	8838590	1244	cabergoline	parkinson s disease	1.13	0.51	2.2	0.72	9	954	230	27603	1244	cabergoline	parkinson s disease	31	80	0	0	51.95	1	0	20	24	5747	1244	cabergoline	parkinson s disease	0	0	73.48	1	0	12	22	4196	1244	cabergoline	parkinson s disease	0	0	314.19	1	0	8	7	3067	1244	cabergoline	parkinson s disease	-12.47	3.84014665764072e-06	857.85	0.99	-0.05	0.01	0	0.79	0.44	0.07	16	1047	1039
639	carbidopa	2.43	2.02	2.9	7.6e-18	124	21017	21456	8821742	639	carbidopa	parkinson s disease	0.96	0.73	1.25	0.79	90	11059	149	17498	639	carbidopa	parkinson s disease	31	80	1.06	0.39	2.62	1	8	1853	16	3914	639	carbidopa	parkinson s disease	0.48	0.12	1.45	0.25	4	1338	18	2870	639	carbidopa	parkinson s disease	2.98	0.5	20.36	0.21	4	951	3	2124	639	carbidopa	parkinson s disease	-0.22	0.802518797962478	0.42	0.6	-0.05	0.01	0	0.79	0.44	0.07	16	1047	1039
1288	entacapone	3.94	3.05	5.03	9.5e-20	66	6872	21514	8835887	1288	entacapone	parkinson s disease	1.74	1.28	2.34	0.00035	62	4794	177	23763	1288	entacapone	parkinson s disease	31	80	4.89	1.58	12.95	0.0035	6	368	18	5399	1288	entacapone	parkinson s disease	6.99	2.39	18.4	3e-04	7	263	15	3945	1288	entacapone	parkinson s disease	2.63	0.06	21.87	0.35	1	183	6	2892	1288	entacapone	parkinson s disease	1.71	5.528961477624	0.42	0	-0.05	0.01	0	0.75	0.44	0.08	16	1047	1039
182	ethopropazine	0	0	347.21	1	0	6	21580	8842753	182	ethopropazine	parkinson s disease	0	0	182.15	1	0	4	239	28553	182	ethopropazine	parkinson s disease	31	80	0	0	Inf	1	0	0	24	5767	182	ethopropazine	parkinson s disease	0	0	Inf	1	0	0	22	4208	182	ethopropazine	parkinson s disease	0	0	Inf	1	0	0	7	3075	182	ethopropazine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	1047	1039
559	levodopa	2.63	2.22	3.1	5.1e-24	147	22978	21433	8819781	559	levodopa	parkinson s disease	1.19	0.92	1.55	0.19	113	12258	126	16299	559	levodopa	parkinson s disease	31	80	2.49	1.03	6.28	0.031	14	2074	10	3693	559	levodopa	parkinson s disease	1.52	0.58	3.84	0.37	10	1493	12	2715	559	levodopa	parkinson s disease	2.54	0.43	17.41	0.24	4	1057	3	2018	559	levodopa	parkinson s disease	0.47	1.59999419321736	0.37	0.21	-0.05	0.01	0	0.77	0.44	0.08	16	1047	1039
948	pergolide mesylate	7.65	4.51	12.16	9.6e-11	18	965	21562	8841794	948	pergolide mesylate	parkinson s disease	2.76	1.54	4.61	5e-04	16	724	223	27833	948	pergolide mesylate	parkinson s disease	31	80	0	0	91.93	1	0	12	24	5755	948	pergolide mesylate	parkinson s disease	0	0	81.18	1	0	11	22	4197	948	pergolide mesylate	parkinson s disease	0	0	368.76	1	0	7	7	3068	948	pergolide mesylate	parkinson s disease	-12.14	5.34152160940495e-06	908.94	0.99	-0.05	0.01	0	0.78	0.44	0.07	16	1047	1039
1247	pramipexole	6.13	5.41	6.92	2.3e-114	267	18034	21313	8824725	1247	pramipexole	parkinson s disease	6.06	4.66	7.9	1.9e-39	123	4251	116	24306	1247	pramipexole	parkinson s disease	31	80	7.57	2.99	18.44	1.5e-05	10	497	14	5270	1247	pramipexole	parkinson s disease	10.25	3.93	26.11	1.8e-06	10	316	12	3892	1247	pramipexole	parkinson s disease	0	0	7.85	1	0	251	7	2824	1247	pramipexole	parkinson s disease	1.67	5.31216779718117	0.4	0	-0.05	0.01	0	0.77	0.44	0.08	16	1047	1039
1511	rasagiline mesylate	2.41	1.47	3.72	0.00065	20	3408	21560	8839351	1511	rasagiline mesylate	parkinson s disease	0.77	0.43	1.28	0.35	16	2430	223	26127	1511	rasagiline mesylate	parkinson s disease	31	80	2.42	0.7	6.74	0.08	5	565	19	5202	1511	rasagiline mesylate	parkinson s disease	3.67	1.17	9.94	0.013	6	390	16	3818	1511	rasagiline mesylate	parkinson s disease	1.77	0.04	14.65	0.47	1	265	6	2810	1511	rasagiline mesylate	parkinson s disease	1.12	3.064854203293	0.44	0.01	-0.05	0.01	0	0.81	0.44	0.07	16	1047	1039
1242	ropinirole	3.11	2.64	3.65	1.5e-32	155	20518	21425	8822241	1242	ropinirole	parkinson s disease	1.88	1.37	2.53	7.7e-05	59	4249	180	24308	1242	ropinirole	parkinson s disease	31	80	0.95	0.11	3.88	1	2	504	22	5263	1242	ropinirole	parkinson s disease	1.91	0.36	6.54	0.24	3	321	19	3887	1242	ropinirole	parkinson s disease	1.86	0.04	15.41	0.45	1	253	6	2822	1242	ropinirole	parkinson s disease	0.36	1.43332941456034	0.55	0.52	-0.05	0.01	0	0.78	0.44	0.07	16	1047	1039
